sample,super_pop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
HG01808,EAS,-133.08595,187.54314,-7.188228,-45.094128,54.97348,3.0568717,8.974192,-2.0249698,-2.1971548,-1.3354719,-17.056149,-6.7121315
HG01809,EAS,-132.9081,188.9215,-5.6157455,-47.224834,58.09532,-1.0559129,10.562166,-2.359206,1.5832008,0.26393542,-21.657944,-3.3541381
HG01810,EAS,-133.79596,187.82442,-6.800386,-42.35397,57.93248,-1.4207579,11.355384,-1.8353606,0.31596667,-0.22491157,-26.675308,-0.696205
HG01811,EAS,-133.68898,189.24567,-6.9384665,-46.389282,63.64409,-1.6404282,10.701089,0.43770602,2.872832,0.058728047,-22.090141,-3.9361098
HG01812,EAS,-132.7293,190.707,-6.5768094,-43.598915,58.369637,0.31333396,10.036144,-0.0751363,-1.3569226,4.189534,-21.169931,-4.4648285
HG01813,EAS,-131.67941,188.869,-7.952583,-43.593803,53.381165,-0.77976906,8.286068,-0.2073622,-2.07273,1.8041593,-16.960125,-5.591951
HG01815,EAS,-130.83038,184.59854,-6.77307,-40.532238,59.104595,-1.1665193,10.439855,-0.20460781,-0.6808071,2.4121642,-20.487806,1.0176004
HG01816,EAS,-132.55197,192.04582,-6.110871,-46.362865,61.36916,-0.84821975,10.939118,-0.77568966,1.2181779,-0.30159318,-20.331308,-3.5482826
HG01817,EAS,-132.63048,189.8696,-3.584548,-47.31758,59.574955,-0.8262398,9.867697,-2.4288833,3.234506,3.6104012,-20.390682,-2.1060534
HG01840,EAS,-130.84837,185.66016,-3.330909,-40.311676,42.29058,0.4411414,6.76573,0.50737053,-0.21885325,-0.52558047,-12.838323,2.6449008
HG01841,EAS,-133.01073,184.25688,-5.036564,-44.171856,50.95952,-3.289903,6.9308267,0.80250037,1.9815806,-0.90295327,-8.555227,-1.4967815
HG01842,EAS,-132.46423,182.60602,-4.848446,-42.380802,48.68641,-3.3598254,8.942327,-0.15356545,-0.017869258,2.4610124,-8.638001,3.788389
HG01843,EAS,-134.2282,185.06017,-5.133074,-43.417675,47.786213,-0.15313394,6.3024726,-3.5137339,2.811066,-2.5498738,-13.74673,0.3310589
HG01844,EAS,-131.49467,184.67677,-3.8445425,-41.88285,44.44077,-1.8238744,5.195923,-1.4719586,3.0822763,-2.0918536,-10.810571,-3.5357337
HG01845,EAS,-130.58362,182.95006,-4.841466,-41.320553,45.003513,-2.060673,9.5365095,-0.2451518,-0.17294714,4.1520586,-6.830608,-5.980381
HG01846,EAS,-130.63718,180.7705,-0.65634054,-41.559338,47.388805,-0.8263574,9.028356,-1.9508139,-4.5405765,1.7240111,-8.975947,1.3564075
HG01847,EAS,-132.42424,180.14467,-2.7405965,-39.65796,50.543007,-1.05678,9.126117,-0.9841669,3.2898984,0.81966466,-14.958815,-5.751209
HG01848,EAS,-130.48367,185.30414,-2.156798,-38.544342,43.09806,-2.2143674,11.160054,-0.6608998,1.7031463,1.1566011,-8.748391,-2.3009648
HG01849,EAS,-133.58069,182.219,-1.1384377,-42.405045,50.885704,-2.8596818,7.739019,-1.1924839,-1.9557896,2.4427261,-11.557496,1.7667646
HG01850,EAS,-131.47397,184.26346,-7.6601515,-38.01887,44.43159,-0.10470864,7.05795,-0.8037314,1.3288261,1.3951445,-10.443472,-0.46826082
HG01851,EAS,-133.45303,188.35143,-8.670611,-41.253677,48.964916,-0.9278695,8.596082,0.7294621,6.702026,0.0115098925,-15.666673,-2.597535
HG01852,EAS,-133.09418,183.617,-3.185921,-41.223972,43.51829,-1.8708131,9.522433,0.64558554,-3.8846004,0.052094948,-10.550923,-2.9461503
HG01853,EAS,-133.27286,185.24673,-2.919081,-39.222546,47.77554,-0.1021675,9.231318,-0.68537736,0.43921798,-0.84131056,-15.2399025,-3.5509756
HG01855,EAS,-131.763,183.11461,-1.5564227,-41.700752,41.344242,-0.84624165,8.877354,0.9387258,-2.3314896,3.6169708,-7.623804,-0.78037614
HG01857,EAS,-134.29276,184.45242,-5.34006,-40.65598,41.635166,-0.83315444,8.581197,-1.0981147,3.8860266,2.2615573,-14.397658,-1.4162557
HG01858,EAS,-131.9569,185.56422,-2.6207201,-43.121666,46.81188,0.102144726,7.6494064,-3.4582698,1.673122,-1.2456421,-12.912236,-2.740573
HG01859,EAS,-131.95288,185.65074,-8.9029875,-42.562675,43.871593,-2.204784,8.1301985,0.20414925,2.567998,1.4828326,-11.027313,-4.3963423
HG01860,EAS,-132.94527,186.69641,-6.051589,-41.014095,54.484917,0.5547754,8.138518,-0.5536958,0.1605518,3.0186594,-12.9315605,-6.7812605
HG01861,EAS,-132.24637,183.25139,-5.1955605,-38.948586,40.37548,-1.3932569,5.835122,-1.3951873,0.79782915,0.504538,-5.1080093,-2.9392946
HG01862,EAS,-132.277,185.12566,-2.5740347,-40.97184,42.936443,0.94558704,7.9220448,-1.1198902,-5.7512712,3.3449252,-7.9692426,-0.6877166
HG01863,EAS,-133.81535,187.85204,-6.7594566,-40.231583,43.02649,-0.78903735,8.70059,0.9338708,-0.25821874,1.040067,-5.8987722,1.1642255
HG01864,EAS,-131.68994,185.22432,-3.1491013,-40.877014,41.776875,-0.8161805,4.8612494,1.8121825,-0.94986117,3.5118783,-13.986076,3.5377874
HG01865,EAS,-132.92546,184.69615,-5.453072,-42.59969,48.807205,-0.48813903,9.795741,-2.8626683,2.4598777,-0.3309239,-17.605944,-0.7717702
HG01866,EAS,-131.22713,180.36954,-3.7092783,-38.234238,46.97341,-0.1947844,7.708731,-0.8653117,-1.7011786,-2.6268153,-13.166929,-1.0333306
HG01867,EAS,-132.3633,182.81737,-4.871313,-39.323803,44.913315,-1.124947,4.7539606,0.13009268,3.0113614,1.7270178,-13.894237,-5.9630766
HG01868,EAS,-133.23979,185.04918,-2.3184118,-41.30926,54.558346,0.59513104,8.368824,1.1153295,4.0993776,-2.2985444,-8.861922,-3.5150702
HG01869,EAS,-133.73685,185.27306,-8.253062,-42.776825,46.41666,-1.389514,8.281374,-1.6776272,3.2226443,-2.51476,-6.564577,-1.0191507
HG01870,EAS,-134.62424,183.77715,-8.129175,-40.03597,48.76236,-0.72050506,7.294216,0.79583323,2.4309723,0.7896066,-12.628747,-3.846313
HG01871,EAS,-132.66669,186.3143,-3.7148438,-41.28515,47.044132,-0.46501517,8.340441,0.840176,-3.6870165,1.6244614,-9.290552,-2.6842241
HG01872,EAS,-133.22603,181.95769,-6.0107436,-36.26381,33.35972,0.62094414,7.544517,-0.69437414,-0.29814875,0.031265628,3.3741817,-0.917063
HG01873,EAS,-131.98483,183.26175,-7.558015,-41.341324,44.247158,-1.9707807,5.654408,-2.503737,1.9723399,4.173328,-16.060682,3.9558845
HG01874,EAS,-131.60077,182.17755,-5.5652075,-39.00783,44.028267,-0.72074664,7.092188,-0.25735536,0.79767436,0.9237079,-8.889913,-3.9374185
HG01878,EAS,-133.17152,183.02245,-3.9730234,-39.553974,44.55553,-0.21775992,7.6928525,-0.96706,2.7791536,1.6875383,-15.343816,-3.9197836
HG01879,AFR,242.68971,-1.6554695,-3.272107,-7.332186,0.14082305,1.0208714,4.2562037,16.5669,0.93035376,4.6879015,7.040461,-11.114581
