sample,super_pop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
NA19383,AFR,283.9423,16.509674,-0.07941132,-0.8521785,0.8253978,74.71561,-8.175998,-67.66144,1.7078234,-0.21396555,-3.4062893,-2.5313976
NA19384,AFR,295.20844,19.77751,1.1320654,-2.3517594,2.422819,82.54846,-4.495737,-63.760498,3.5462494,-3.0082633,2.2164812,-10.744859
NA19385,AFR,281.67462,15.156829,2.3136678,-2.8256273,2.4928904,71.25912,-8.3590355,-63.10349,0.30977505,21.693197,3.0445905,-0.7961496
NA19390,AFR,284.34738,16.881697,0.8803927,-2.5828311,4.7097826,76.31512,-6.2601566,-61.659344,0.93512285,-4.2640953,-0.09825583,-6.0157523
NA19391,AFR,294.9143,18.616728,3.7159696,0.7002506,0.90610206,75.08014,-4.9847436,-56.1021,-0.3969251,-10.259455,-3.4742846,-2.1303632
NA19393,AFR,287.1468,17.791416,2.5446043,-3.4678848,0.53736997,80.22789,-8.974396,-69.10362,-2.132145,-9.993557,-9.016395,-18.834032
NA19394,AFR,286.77478,15.096789,1.219643,-3.5799758,0.56118625,77.73729,-5.034292,-63.08728,0.37274542,2.3334732,2.2965016,-0.39298937
NA19395,AFR,280.60242,15.750346,1.8428144,-2.7208288,0.7096115,71.879196,-10.495119,-63.020447,-8.284069,-8.205933,-1.3735981,-7.48401
NA19397,AFR,289.9705,18.055462,1.4419072,-2.9962072,-0.36435348,84.32577,-7.765642,-67.7426,-8.369033,4.9803357,-19.605465,-16.67713
NA19399,AFR,291.40527,19.03963,2.5300906,-1.4403906,1.2251114,74.15865,-2.5596287,-55.064747,-3.2323997,8.092254,1.9257646,14.629928
NA19401,AFR,279.67416,17.294867,1.6167058,-1.807977,1.8820958,75.923775,-7.0929446,-56.99813,1.2964631,-5.372843,-10.208959,1.3741863
NA19403,AFR,276.96298,12.948124,3.538774,-2.6417701,2.671568,75.05644,-8.107039,-56.411373,-4.2683353,-7.9394965,6.3983502,-18.78243
NA19404,AFR,287.27502,17.68784,2.0648558,0.220628,1.5586884,73.563515,-7.406963,-58.257927,-1.6189315,14.579885,-0.7273503,8.928487
NA19428,AFR,287.57446,15.097567,0.49789277,-1.2621623,0.8393016,76.334625,-7.313986,-57.687916,-0.93913203,-5.494474,10.109851,-7.6484323
NA19429,AFR,286.50113,19.140442,1.3897125,-2.075615,1.7897073,73.12272,-4.330892,-60.650745,3.3268285,4.8837595,-1.1000813,7.5124574
NA19430,AFR,286.75522,14.694978,1.3733618,-0.37551555,1.8772595,86.00438,-8.9167385,-71.82237,4.000465,3.9019432,-5.1755333,-21.748716
NA19431,AFR,289.58038,18.796333,1.8729017,-1.0530646,0.6856702,76.37928,-7.090176,-59.93682,-3.4502008,-3.8724866,3.123894,7.177882
NA19434,AFR,280.7206,15.939313,1.718234,0.71464765,3.250835,80.28226,-9.007445,-63.203857,-0.8694525,-21.523817,-7.5153337,0.6572417
NA19435,AFR,280.28848,16.821024,2.9879513,-2.1653185,2.7486699,74.5045,-4.653443,-57.2808,2.590983,-7.8852844,0.19937985,5.30034
NA19436,AFR,286.40387,16.088074,-0.19085935,-0.6467467,2.3716235,79.35667,-5.6463013,-56.254963,-5.886944,-9.047026,-0.54221624,-20.017155
NA19437,AFR,278.5712,13.884209,2.3438752,-0.5790854,0.1681719,71.29813,-6.7264585,-59.25883,-2.899259,-12.113935,-2.228822,5.6738906
NA19438,AFR,289.77048,19.608294,1.486061,-1.6438411,3.098817,69.07531,-4.4828205,-53.14787,0.051196586,-13.352939,7.5494537,-5.2483344
NA19439,AFR,286.29578,18.4722,2.1456292,0.12715138,0.076067805,75.32614,-11.78856,-62.251358,-6.1177263,1.5408229,-10.061551,-3.5605948
NA19440,AFR,282.68793,14.30241,0.99299294,-4.38786,1.7157421,72.58585,-8.996855,-56.225098,6.202057,-1.0815908,6.880538,7.9763374
NA19443,AFR,283.29495,16.158894,0.78490585,-0.9509342,2.154193,73.97271,-6.25968,-62.69138,-8.154834,2.1617694,-3.8527842,16.03922
NA19445,AFR,284.99454,15.940976,1.5218742,-2.3349314,-1.5718769,72.11476,-3.8790064,-55.17346,2.8641815,-9.266018,2.7290275,4.657146
NA19446,AFR,287.7004,15.9407015,2.4421449,-0.29051036,3.5961003,80.876305,-5.6256237,-61.607086,3.5156047,-1.1982546,10.457486,8.428947
NA19448,AFR,282.15314,17.769989,3.254723,-4.556417,-2.184961,79.90663,-9.438484,-66.56478,-1.8168027,-16.181273,3.4010005,-1.8648071
NA19449,AFR,284.02875,19.381088,0.30656344,-0.6105553,-0.096909195,71.23831,-8.805387,-57.197998,0.5268729,-1.0089338,2.6115472,-4.5189238
NA19451,AFR,288.26932,16.044651,-0.5120956,-1.6534736,-1.4544128,88.843475,-6.423215,-72.10183,7.302758,-13.624073,14.994347,-4.1748705
NA19452,AFR,276.40237,14.254597,0.9428691,-2.6774912,2.6524987,84.884865,-8.177581,-72.75247,8.828006,-6.938522,8.950448,-4.245568
NA19454,AFR,287.7945,15.641572,1.368614,-2.0615497,-0.11584232,73.94729,-8.579308,-51.936893,-0.56603473,4.178636,-1.930986,12.231996
NA19455,AFR,286.46835,16.83161,1.6938365,-1.1750197,2.7030745,76.17283,-7.9413905,-60.720505,-2.6909225,15.834621,-12.956488,8.76007
NA19456,AFR,286.65543,18.878305,1.1624775,0.44519547,2.0209465,72.72914,-6.2437663,-58.123314,5.5925727,-6.348927,10.36023,-11.407665
NA19457,AFR,285.69226,15.873704,2.9987426,-1.302582,1.7543503,71.187416,-7.96844,-59.035416,1.2656937,10.235354,-8.952754,4.814328
NA19461,AFR,283.70892,15.502388,0.096452005,-1.6331128,2.1298156,76.01734,-6.5511045,-56.741257,-0.63089085,-0.9205278,5.5645123,4.9302497
NA19462,AFR,293.97858,19.49436,1.3996091,-1.0695782,0.31293532,72.09766,-2.1101813,-52.866375,8.291665,10.510089,5.215936,9.440132
NA19463,AFR,279.6524,16.734745,3.218254,0.77191293,3.5392537,74.489136,-8.762717,-67.349365,7.7405534,12.783777,-6.346465,4.577619
NA19466,AFR,279.40857,16.278177,2.4452255,-1.8304989,1.2437125,84.96567,-10.855728,-69.384224,-3.00951,7.7301273,-2.5557091,5.396859
NA19467,AFR,278.18396,13.768126,1.3035545,-2.0325294,1.8744951,77.26166,-7.930731,-66.136154,-4.742521,3.98277,1.0108738,-4.967806
NA19468,AFR,282.03748,17.360363,3.96203,-2.2534056,3.841969,76.04794,-8.4614315,-58.671616,-3.5622327,12.657614,-4.0624905,0.35723123
NA19471,AFR,283.08936,14.8071375,2.733746,-1.1308961,0.37194183,75.10757,-5.3106356,-65.87707,13.644902,8.381699,4.62438,1.6871595
NA19472,AFR,278.8249,15.560444,2.8736753,0.42599034,2.019239,77.131516,-5.464271,-59.50402,5.266553,5.850916,-8.712206,12.347262
NA19473,AFR,280.72507,16.089018,0.79945165,-1.2475419,1.514882,73.4304,-9.660596,-59.81627,-0.43702605,1.6648082,2.6940289,1.2920603
NA19474,AFR,280.2404,16.815857,2.6086977,-1.7728611,4.1037774,72.49988,-9.762583,-63.591263,-3.7626767,2.7488139,3.3305135,4.1379943
NA19475,AFR,280.55334,16.266123,2.544192,-1.4030924,3.5196376,72.51806,-10.124829,-62.327457,-2.8166986,-2.8550315,6.5655293,0.40965313
NA19625,AFR,159.69563,17.576214,-36.15525,40.86235,-0.9599723,1.4849116,10.232974,8.223696,-5.1253023,12.338711,13.499587,13.595955
NA19648,AMR,-89.99596,-129.27278,-37.76518,-32.958942,9.847638,1.3861755,-26.375366,4.0028234,-3.113699,-7.1311417,-2.7242324,4.426675
NA19649,AMR,-90.49372,-90.67009,-58.71179,15.9798155,2.191652,-0.58030874,-17.639076,-0.16568282,0.8149584,5.8333883,6.0987363,-4.207562
NA19651,AMR,-81.6885,-80.05848,-59.846535,24.26273,5.36027,1.0746073,-16.067316,1.6294618,3.1055474,2.5527532,3.6487732,5.9353514
NA19652,AMR,-89.262184,-78.33765,-66.776054,28.000757,0.94733965,1.5259095,-19.982784,2.2397413,-0.20413554,4.9802346,2.0613613,2.2533035
NA19654,AMR,-95.325676,-15.421173,-99.458916,107.2354,3.8566592,0.52309155,-7.2755885,-0.33806482,-1.5674059,7.813732,-2.2311642,0.052864365
NA19655,AMR,-88.30501,-70.271,-68.27104,42.286446,1.7522613,2.1391318,-16.603931,5.082864,-3.0449822,8.749175,-2.4836876,7.4914627
NA19657,AMR,-98.26552,-6.488347,-108.017296,116.927605,4.5627217,-1.0445006,-2.7782936,-0.20885149,-3.9874744,7.906484,-0.08255074,1.234286
NA19658,AMR,-97.71059,-69.400276,-70.81829,41.397373,0.8852799,-0.7668368,-17.8341,2.6500633,-0.5107479,8.012276,-5.6571126,5.6856194
NA19661,AMR,-96.29618,-28.79111,-92.27915,86.502106,3.7987309,-2.4734688,-6.614721,1.405819,-6.7727647,3.4127524,-5.246485,5.572713
NA19663,AMR,-90.46601,-1.3005835,-104.52275,115.20779,1.1353463,-1.5441281,0.12437365,-2.975977,-1.9491757,5.456055,-9.449784,0.46984446
NA19664,AMR,-92.51388,-20.011497,-91.362114,95.01802,2.1530938,-1.7278513,-8.290665,1.4450425,2.3085272,6.300537,1.3066727,-0.84895664
NA19669,AMR,-100.26362,-64.58937,-70.22801,37.71476,2.2831972,-0.33153436,-15.5911455,1.1239518,-2.181818,6.000862,-1.9611373,0.6256011
NA19670,AMR,-93.7685,-35.078815,-89.8311,84.734406,6.070434,-2.6347237,-7.8594747,0.6494542,-0.32110897,4.902348,-1.0820624,-1.0518974
NA19676,AMR,-92.32889,-74.430916,-66.50451,33.007828,8.065618,0.53062487,-18.833393,0.028003985,2.4494932,2.2832744,1.2020595,4.0724006
NA19678,AMR,-73.85637,-91.30014,-58.507618,10.147434,2.9084036,-1.2285503,-12.006132,0.8276139,-2.8781168,0.6817922,0.31953737,12.690339
NA19679,AMR,-83.02717,-131.49052,-32.326424,-39.50143,7.3812833,0.8176636,-30.674742,4.260849,6.10552,-2.607557,-0.79139954,10.325545
NA19681,AMR,-100.4101,-9.093256,-105.462746,113.71217,4.409543,-2.3611593,-1.5218382,1.0620383,-4.4046874,10.866216,2.5523596,0.18570545
NA19682,AMR,-104.68863,-34.08217,-88.40224,88.13172,4.945926,0.73646545,-10.978298,-0.054048724,3.9096954,7.433919,2.8837757,-1.3977087
NA19684,AMR,-104.08151,-80.771835,-65.73829,29.08004,2.5448596,-1.7134138,6.7704487,-0.12558758,-1.8202199,8.05856,9.641004,-0.85634595
NA19700,AFR,235.6193,-8.784548,-7.0136375,-7.6774845,-1.4192883,3.164243,6.8591857,12.775812,6.3204546,-0.99352074,10.668309,-3.7143548
NA19701,AFR,241.22868,0.07187781,-6.497566,1.0462104,0.5972989,5.6067233,6.5871916,11.327736,1.7308197,1.6754804,8.136331,-2.9392366
NA19703,AFR,245.91173,-4.431903,-4.9884543,-6.1880636,-2.570283,9.095178,5.3184996,10.098275,6.0597873,-17.352186,25.16203,56.704548
NA19704,AFR,244.43744,-3.522158,-3.625203,-6.378392,2.2450655,-1.5496124,4.809059,8.167297,-1.9620957,0.80235445,-4.8729835,-3.0791762
NA19707,AFR,195.06676,-19.830639,-8.464254,-12.001767,1.4939946,10.009084,6.501349,5.8615394,1.0028906,-2.3447628,22.024199,1.8190178
NA19711,AFR,258.33002,3.4869843,-4.9669404,-4.746368,1.018525,-1.8595634,5.930882,6.731539,-2.460784,0.2512294,3.831419,20.762388
NA19712,AFR,260.72086,4.6226854,-3.2095742,-1.5693413,1.2866316,2.60676,3.174368,12.1412945,-7.995111,4.3620887,-3.2800934,-2.7849176
NA19713,AFR,201.10243,-23.400652,-4.7249436,-14.337518,0.15788211,2.2401876,3.2793868,11.993586,3.9454513,-13.181271,8.878021,10.140558
NA19716,AMR,-95.530975,-15.307013,-98.87972,103.416695,2.7976758,-1.773769,-7.793931,0.29618913,-2.7245073,1.7883989,-2.5949311,0.82178336
NA19717,AMR,-102.71984,-8.638,-104.19332,114.04155,3.6784263,-0.39033303,-4.8801255,1.3867818,1.3909724,4.6946383,7.6029434,6.7454314
NA19719,AMR,-88.68506,-45.774414,-85.097435,69.951515,3.70308,-1.076273,-14.156391,3.7933261,-0.9478545,2.0690663,-6.7403903,4.5785866
NA19720,AMR,-98.88833,4.9604506,-113.99727,130.75691,0.97554344,1.102906,-3.7374725,-2.8152676,0.44723874,7.6184554,1.0490812,-5.806579
NA19722,AMR,-94.45669,-32.551476,-87.95468,80.33386,2.786935,-0.43909726,-7.702476,0.014373153,0.74922454,11.040486,-4.3596406,1.2907032
NA19723,AMR,-80.74986,-23.052633,-90.434845,90.424515,4.0806274,-2.1422403,-5.230281,-3.440473,1.7351505,8.521505,4.4339576,-2.7719667
NA19725,AMR,-93.02402,-63.901237,-76.68504,44.36499,2.4867396,1.6630244,-15.981951,2.836786,-3.095995,-1.468521,3.3336773,3.4224646
NA19726,AMR,-115.679054,-4.679399,-108.81412,121.929985,1.6740844,-0.107426986,1.5161537,0.16353144,-0.018589582,4.7533393,-0.938651,1.2683371
NA19728,AMR,-132.84673,62.31457,-147.50284,206.32008,-1.1870861,-0.35781184,11.033414,-2.5222292,-3.8546205,6.4479637,2.4889894,2.406785
NA19729,AMR,-128.25256,55.03345,-148.6386,196.8456,1.4680257,-0.7489163,9.785786,-1.1082549,-5.272799,10.710002,3.768487,-3.5124946
NA19731,AMR,-134.19678,66.26911,-153.8399,216.44597,-0.43905213,0.37269834,11.32033,-0.937284,2.5181491,11.071474,-0.7936927,1.1451987
NA19732,AMR,-133.9985,64.07862,-156.6786,215.9503,-1.1154293,-0.27636123,11.943073,0.10432665,-1.7163169,9.457939,3.7489123,-0.22987281
NA19734,AMR,-113.54808,-6.1200676,-112.21837,123.73268,0.7843565,1.0625979,-0.45754048,1.4672047,-0.016186558,4.0813513,1.3449703,0.5391589
NA19735,AMR,-122.98439,46.882046,-140.66893,189.21219,0.28753397,1.4712646,5.742309,-1.6605489,-1.4290693,9.50021,-1.642468,3.024479
NA19740,AMR,-113.82658,28.368591,-128.40598,157.16177,-0.35235107,1.1963918,6.12109,-1.1436011,-0.0681123,10.653913,1.4539344,1.2548234
NA19741,AMR,-126.63326,44.687,-142.2791,182.74751,-2.8130877,-1.4704115,4.9698396,-0.43182966,-3.3391824,8.641502,0.23963614,2.6509697
NA19746,AMR,-108.963104,13.399196,-116.66089,144.02255,-0.9193787,-0.20201026,-1.885107,-2.746069,0.5848961,10.937841,3.0306184,0.67155164
NA19747,AMR,-105.02936,-21.106466,-98.17645,97.68371,4.948378,-2.0648093,-4.7309494,2.644076,-4.4631696,3.6911888,0.6707149,-2.2563798
NA19749,AMR,-97.42364,-36.999584,-69.191055,42.714928,5.5545454,-2.326028,-4.22359,2.1064072,3.965496,2.4026985,-0.9213469,1.2760662
NA19750,AMR,-93.46339,-75.0078,-70.281105,31.121555,0.74049383,-0.71094185,-14.6734085,2.2396703,-0.9240912,3.3130138,-5.5948105,4.8466215
NA19752,AMR,-103.110886,-30.875746,-95.09797,88.98775,1.3332537,-0.026802132,-6.2824664,-0.8937089,-3.0990245,6.4723153,1.7569029,0.023526603
NA19755,AMR,-100.60173,13.328259,-114.69206,136.64452,4.61996,-1.7189976,-1.1331019,0.59616655,-2.6257699,5.931127,-1.0188963,3.4252567
NA19756,AMR,-89.68648,-23.678017,-89.10539,85.129234,2.0521638,-4.6635623,-7.463102,-2.6295068,-0.54841083,4.8285723,6.049278,6.1757116
NA19758,AMR,-119.974396,28.192348,-131.21504,164.17366,2.475432,0.37736875,6.4524693,-0.4201295,-3.520009,14.648439,-3.185582,-4.6278415
NA19759,AMR,-115.562805,24.11266,-125.91019,156.58382,3.7266843,-2.0307772,4.488888,-0.39680475,-8.161031,11.354757,-0.20139319,0.07546165
NA19761,AMR,-96.05115,-16.888716,-100.66981,102.21339,-1.1025325,-1.2347667,-7.8852353,0.6952294,4.606201,6.183974,-7.4250183,3.2475257
NA19762,AMR,-94.75659,-0.5412833,-107.24862,123.79424,1.4010742,1.5842285,-1.8510457,-1.7131361,-0.006757681,8.037662,4.44789,2.744904
NA19764,AMR,-87.812805,-53.302258,-80.53135,57.348274,6.5590744,0.9244139,-17.765574,2.817012,-4.2328906,11.183229,-0.3594035,-0.64038485
NA19770,AMR,-89.97558,-48.223625,-82.09497,63.96689,2.96064,0.6168269,-8.8696785,1.179954,-2.7275698,11.761876,2.658879,0.62511635
NA19771,AMR,-97.24315,-25.31439,-97.32588,93.30999,0.6197239,0.60910034,-13.373511,1.437396,-3.2014859,7.6786823,1.7813038,6.6475616
NA19773,AMR,-97.13065,-56.848515,-77.35742,52.001495,4.8573146,1.3631735,-16.005835,1.8398678,2.475834,2.8644285,1.2680514,-8.349558
NA19774,AMR,-90.14895,-29.442354,-89.13703,83.45114,3.4341843,1.5571998,-9.62835,2.906585,2.7267172,3.9885502,-1.0771246,-0.17753257
NA19776,AMR,-74.23817,-30.090162,-85.70728,81.92218,3.005309,-0.9773025,-11.013435,0.029850774,-4.017408,5.4896812,5.876502,0.5774289
NA19777,AMR,-79.425804,-33.28606,-82.01056,70.45354,-0.25660673,0.6650966,-10.343671,0.669579,-7.064543,5.8449016,-0.78084743,-3.5248067
NA19779,AMR,-89.96486,-72.84516,-65.643524,36.397102,6.4335275,3.4447303,-12.743627,-0.927394,-0.82153255,2.4962232,1.4025234,-0.0010659122
NA19780,AMR,-92.871765,-61.497402,-79.78928,52.099556,5.282909,0.6240782,-15.77038,-0.19213556,-3.0575874,2.4331841,0.57735634,-0.83647376
NA19782,AMR,-87.46255,-35.351025,-87.184586,80.129326,7.087254,0.8954094,-8.9467325,0.6629788,-4.9762015,2.18288,3.9038544,4.2503757
NA19783,AMR,-119.72636,17.39727,-126.500305,156.31009,5.245731,-1.037044,0.18433815,-1.6075752,3.110483,8.971476,-1.6841462,2.4035254
NA19785,AMR,-101.496445,12.535017,-119.37825,142.82854,3.3956232,-2.0626683,1.5695635,1.1342119,1.0754559,11.910997,-1.8327631,0.5496411
NA19786,AMR,-101.65995,-8.446397,-102.23751,110.77255,4.1371803,-1.8374044,-8.104532,0.63549596,-3.874615,8.454963,2.5301232,-2.2375321
NA19788,AMR,-102.54768,3.7956965,-109.16672,125.40876,0.10219804,4.107506,-5.5082607,0.9101654,-1.6677711,10.882424,-0.60989606,0.27702168
NA19789,AMR,-82.66975,-35.97301,-78.187614,73.990135,2.1084,-1.26698,-13.565325,-0.94971746,-0.062938206,5.073354,4.287104,2.9044752
NA19792,AMR,-86.178925,-65.04619,-67.296265,38.832813,2.8538997,1.119578,-16.45396,1.6998409,-1.7476186e-05,5.9958997,-3.145841,1.849772
NA19794,AMR,-92.3622,-72.80147,-70.39452,35.049,5.3866286,1.2717443,-17.305588,2.2249842,-0.2435955,0.72565293,-6.117363,-1.5074303
NA19795,AMR,-88.642,-28.83393,-92.29718,88.34095,6.8666153,-0.8390052,-8.694541,0.27499783,-3.8380692,3.7164,-4.7174253,2.1893477
NA19818,AFR,195.09485,-21.326931,-9.446859,-9.330314,-3.205377,3.2306774,9.153665,10.724508,6.5584216,9.441737,10.493599,-17.0485
NA19819,AFR,191.65034,-24.924017,-7.633969,-10.842573,-1.2388161,1.7616369,7.2329454,2.5388162,0.2680793,20.064236,-3.143373,-4.746243
NA19834,AFR,207.17192,-19.121347,-5.516506,-13.322975,1.028305,-2.8872352,4.4947286,7.0004435,3.5221868,0.13275576,-3.6022565,-12.429569
NA19835,AFR,239.52907,-3.3068354,-4.560289,-9.50967,-3.455264,14.848236,7.391709,7.0805807,3.1958194,1.9602236,-3.9804778,-7.137619
NA19900,AFR,234.96059,-6.53827,-5.1726665,-9.189503,-0.012750644,0.37142578,6.3138905,11.798824,-0.7978432,19.956831,3.2719772,-1.6522251
NA19901,AFR,269.2357,7.8717775,-4.168206,0.59493464,-0.5743516,-5.2790027,0.2213242,4.797253,7.316367,8.265454,0.23844032,2.0195978
NA19904,AFR,232.77057,-8.111508,-6.8754745,-8.924024,0.74004954,3.3559546,6.788478,14.943485,2.9295857,-78.61565,61.174683,358.5432
NA19908,AFR,260.2292,2.9559305,-5.3516226,-6.8108907,0.6075091,5.8392467,3.9001687,13.982474,-3.6464915,-4.5526876,-9.59897,4.8089504
NA19909,AFR,254.05702,4.1913924,-8.091362,2.341858,0.9981167,-2.4628801,3.6852546,7.2617745,-1.2240872,3.0990028,15.402621,10.594624
NA19913,AFR,241.1703,-0.38910744,-5.4026937,-4.8606925,2.0202727,1.1330341,6.936046,14.667543,4.071315,-77.65531,60.090427,358.84604
NA19914,AFR,183.69594,-28.634306,-10.631679,-13.120701,2.2938135,0.071593754,3.8391182,12.370728,0.66768265,2.2583961,-3.7912524,-7.044212
NA19916,AFR,260.7756,3.038866,-1.6363193,-5.0900297,0.1831533,0.017879207,4.9306703,1.7594962,-2.3557084,-9.01647,-5.415692,-16.894384
NA19917,AFR,269.53867,5.7018585,-3.409292,-2.671301,-1.1178437,-3.0656455,4.2843266,7.066685,4.3391957,-7.0156894,7.28231,17.077543
NA19920,AFR,268.0005,5.697612,-2.5388622,-5.011815,2.190812,1.9026026,-2.166643,10.889491,-4.1901073,9.899431,3.694914,-11.652904
NA19921,AFR,130.69032,-26.1884,-25.054712,6.399548,0.23214649,1.2100674,5.8059425,6.8238525,2.9375515,1.072438,2.8794599,-2.6303375
NA19922,AFR,187.37625,-26.685297,-11.092268,-12.545948,0.9306149,2.6558366,5.3748436,9.599492,5.3125057,14.469501,-7.7364874,-2.0552914
NA19923,AFR,147.84444,-44.29848,-9.574326,-19.381666,1.1966158,1.5856943,6.0048313,5.147535,4.569798,11.133467,-0.571037,-8.662656
NA19982,AFR,253.60739,2.6209571,-3.336602,-7.333114,-1.1859535,2.9464393,5.472432,7.5238366,2.0240543,0.59189063,-0.93243074,-21.287119
NA19984,AFR,252.73907,-0.032782804,-4.3521886,-5.6227546,1.1865174,10.145222,5.0401497,7.2107797,3.2091312,1.1580806,-11.7378025,-10.920809
NA20126,AFR,180.55962,-26.914227,-9.754281,-14.477822,0.82027644,1.069336,4.506756,8.977103,2.9169497,15.173798,-3.391898,-8.341808
NA20127,AFR,265.99054,4.714426,-4.261259,-5.0493984,1.9167005,0.65292084,0.2842155,4.953367,4.9138722,7.9491787,5.559842,0.73434603
NA20274,AFR,7.566068,15.809963,-76.908936,90.67068,-5.3435955,1.7864003,15.103015,4.7206774,-1.3436022,7.0277233,12.79454,19.248886
NA20276,AFR,228.19475,-8.56515,-6.8011084,-10.948094,-0.49734682,4.833795,2.342671,6.668966,5.005444,3.7394083,1.1384124,-12.420514
NA20278,AFR,97.19982,-67.604385,-18.935822,-25.055958,-0.25087896,1.6766559,6.3231587,3.8220263,-1.7794975,-6.5379133,2.670362,3.5711384
NA20281,AFR,238.01106,-5.292009,-3.759992,-9.532177,1.1684215,12.033496,8.591473,9.524278,-2.3893793,0.767924,5.041949,-6.800784
NA20282,AFR,195.62123,-20.451763,-11.7841015,-9.095845,-1.6760967,4.0622635,3.6639214,5.520539,1.5576005,5.7833323,-5.8492045,-10.168662
NA20287,AFR,237.88277,-6.285535,-6.557129,-7.3679004,-0.2969133,0.59621674,2.5053058,8.979962,6.82605,1.4505433,-13.48343,-3.8156888
NA20289,AFR,220.18846,-14.301574,-5.6397233,-11.427595,-1.1454924,3.5316243,3.3703141,8.346406,1.3365892,-3.7813904,-0.12407859,-23.144775
NA20291,AFR,298.05322,18.27547,0.17075685,-1.8597664,-1.4345161,-7.3557887,-0.6675544,3.2052016,1.8602576,-10.85396,-8.727687,-10.909946
NA20294,AFR,249.8883,-1.8725294,-4.966842,-5.05487,0.52720517,6.9333,9.340343,9.861762,-6.136315,1.4320029,10.112939,17.230156
NA20296,AFR,215.85577,-12.509608,-8.952738,-10.734948,0.77856725,-1.1961629,1.5243984,3.4117022,-1.5522034,13.03277,2.4549253,-18.339512
NA20298,AFR,276.49966,13.570458,-4.3285384,-2.8223588,4.0296755,2.7478764,3.392247,9.738127,-3.6949728,-2.7194185,-3.9503465,5.7390165
NA20299,AFR,56.861706,25.862337,-69.73005,87.46296,-5.8911905,3.0352914,13.180934,2.8294702,-1.7146673,3.7587583,7.938119,-10.005873
NA20314,AFR,-123.08781,2.521994,-105.42267,117.63909,-6.921452,-0.4312181,10.278396,-1.3837969,-1.4048983,11.113432,4.8501,1.7041304
NA20317,AFR,192.77513,-30.466824,-9.442795,-14.254928,-1.873282,4.3094788,-0.22239652,5.9865055,-12.428255,114.51998,12.909721,-161.56412
NA20318,AFR,190.32027,-21.341982,-15.7844095,-2.4250607,-0.5822432,1.5688893,1.8811235,9.346262,-14.428436,111.43514,14.311405,-151.77403
NA20320,AFR,260.30753,8.480454,-5.826081,-3.1075387,-2.0984046,6.7350974,7.5692735,13.688772,-31.73656,30.575384,-44.441273,-107.12277
NA20321,AFR,217.02516,-14.420022,-8.898634,-9.831659,-4.2631245,3.0951214,6.1404953,12.4943,-33.555866,29.211681,-43.36742,-105.632
NA20332,AFR,218.68628,-11.520985,-7.6843987,-8.833519,-0.1762266,9.686768,6.0871286,10.802604,-1.1566567,8.303962,-5.9999433,3.8023548
NA20334,AFR,159.1277,-40.110317,-10.421958,-18.48604,0.34861466,2.2084775,9.127246,15.119231,48.39423,67.54265,89.114296,74.23437
NA20339,AFR,255.80664,7.4049335,-7.352624,4.2306466,-1.1909242,1.0832714,5.434683,5.332833,-7.8736362,4.5361176,-11.669629,1.2656852
NA20340,AFR,244.63081,-3.734308,-5.635159,-6.6114273,2.2255955,8.857635,6.2768435,10.4331455,0.872968,0.23373741,10.229257,8.764904
NA20342,AFR,145.86975,-38.50124,-14.170851,-19.431568,0.01981522,1.0208935,0.431735,6.009369,1.6150153,9.54687,2.8772933,-2.755908
NA20346,AFR,234.3183,-1.0614856,-5.665011,-5.41896,0.42672917,-2.8506765,4.0587745,9.138047,-1.1544125,5.6634054,5.7180033,-2.0070727
NA20348,AFR,242.26326,-2.8124967,-3.1087966,-6.8429704,-2.707081,2.441644,2.8286302,3.774221,5.5977206,-7.8815393,-1.554886,8.022843
NA20351,AFR,173.17928,-29.65979,-11.979235,-15.049575,2.8186648,10.030351,6.010739,11.11824,-7.094983,0.44747826,1.6015403,-6.3808427
NA20355,AFR,228.48505,-9.50816,-6.5044074,-9.5866585,0.1393819,-0.50334656,10.728556,13.340366,47.428032,72.00978,87.41848,77.739395
NA20356,AFR,252.36726,-1.0331976,-4.087879,-6.386917,-1.2977546,5.8188047,-1.6787082,10.854224,0.6232224,13.362965,14.399813,-2.6331122
NA20357,AFR,262.76392,6.671778,-2.5036366,-5.006368,1.464302,5.1469936,7.613875,11.768341,2.9130669,11.420841,-9.6321,-3.2037363
NA20359,AFR,213.74005,-13.034843,-9.541488,-11.407413,0.612957,-1.7418041,9.5091715,13.027375,-0.35046214,9.109064,196.1366,-46.909092
NA20362,AFR,212.56686,-13.837309,-10.5778475,-10.000512,1.0344542,-3.910887,9.017705,15.497271,3.3903522,7.0694985,190.80827,-47.42874
NA20412,AFR,205.81865,-10.08986,-11.85699,-0.062115856,-1.1716647,3.1480513,5.570263,9.194108,-3.1983004,1.7086573,-5.206168,-1.6859576
NA20502,EUR,-93.965805,-145.75424,-22.55975,-50.696247,6.551526,1.9641533,-40.16733,4.704899,-0.39913693,-6.1767597,4.102857,-3.2549486
NA20503,EUR,-94.59316,-148.58421,-25.035318,-50.98079,5.798447,2.896048,-33.52714,6.7858706,-0.3968673,-4.8692822,6.217241,0.75879294
NA20504,EUR,-95.99414,-143.3749,-22.290632,-49.02326,7.48512,2.2025154,-34.36741,4.618646,6.1789436,-4.5734906,-2.826561,-3.8975594
